도메인,담당자,메소드,엔드포인트,기능명,설명,인증,상태,우선순위,요청(Request),응답(Response),대표에러(Error)
상품,강정훈,POST,/api/products,상품 등록,"상품 기본정보와 필수(A)/선택(B)/입력(C) 3계층 옵션(optionGroups)을 등록한다. 필수 옵션이 실질적 재고단위(SKU)가 된다. 등록 직후 상태는 DRAFT(비공개) — 공개 목록/상세에 노출되지 않으며, CONTENT-011(콘텐츠 게시) 시점에 ON_SALE로 전환되어야 노출된다. (내부) AI파트 POST /ai/products 동기화는 콘텐츠 게시 시점에 서사 데이터와 함께 일괄 수행",ARTISAN,예정,P0,"{
  ""method"": ""POST"",
  ""url"": ""/api/products"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""name"": ""string · 필수 — 이름/명칭"",
    ""price"": ""number · 필수 — 가격, 원 단위 정수"",
    ""description"": ""string · 필수 — 설명"",
    ""modelName"": ""string · 필수"",
    ""size"": ""string · 필수"",
    ""material"": ""string · 필수 — 소재 코드"",
    ""components"": [
      ""string · 필수""
    ],
    ""manufacturer"": ""string · 필수"",
    ""countryOfOrigin"": ""string · 필수"",
    ""asManagerContact"": ""string · 필수"",
    ""warrantyPolicy"": ""string · 필수"",
    ""stock"": ""number · 필수 — 재고 수량"",
    ""productionPeriodDays"": ""number · 필수 — 제작 소요일수"",
    ""isLimited"": ""boolean · 필수 — 한정수량 여부"",
    ""isCustomOrder"": ""boolean · 필수 — 주문제작 여부"",
    ""hasGiftWrap"": ""boolean · 필수 — 선물포장 가능 여부"",
    ""engravingAvailable"": ""boolean · 필수"",
    ""shippingFee"": ""number · 필수 — 배송비"",
    ""freeShippingThreshold"": ""number · 필수 — 무료배송 조건 금액(없으면 null)"",
    ""images"": [
      ""string · 필수""
    ],
    ""optionGroups"": [
      {
        ""type"": ""string (enum: `REQUIRED`(필수 옵션 — 선택해야 구매 가능, 실질적 SKU) | `OPTIONAL`(선택 옵션 — 안 골라도 구매 가능, 가격 가산) | `TEXT`(입력형 옵션 — 사용자가 텍스트 직접 입력)) · 필수"",
        ""name"": ""string · 필수 — 이름/명칭"",
        ""choices"": [
          {
            ""name"": ""string · 필수 — 이름/명칭"",
            ""priceDelta"": ""number · 필수 — 기본가 대비 가감액"",
            ""stock"": ""number · 필수 — 재고 수량""
          }
        ]
      }
    ]
  }
}","{
  ""success"": true,
  ""status"": 201,
  ""data"": {
    ""productId"": ""number — 상품 고유 ID"",
    ""name"": ""string — 이름/명칭"",
    ""price"": ""number — 가격, 원 단위 정수"",
    ""thumbnailUrl"": ""string — 썸네일 이미지 URL"",
    ""status"": ""string (enum: `DRAFT`(임시저장 — 등록만 됨, 콘텐츠 미게시, 공개 API 항상 404) | `ON_SALE`(판매중 — 콘텐츠 게시 완료, 공개 노출, 구매 가능) | `SOLD_OUT`(품절 — 공개 노출 유지, 구매 불가) | `HIDDEN`(비공개 — 장인이 직접 비공개 처리))"",
    ""category"": ""string (enum, 예: `POTTERY`, 동적 값) — 종목/카테고리 코드"",
    ""color"": ""string (enum: `WHITE`(화이트) | `BLACK`(블랙) | `GRAY`(그레이) | `RED`(레드) | `BLUE`(블루) | `GREEN`(그린) | `BROWN`(브라운)) — 컬러 코드"",
    ""giftTheme"": ""string (enum: `HOUSEWARMING`(집들이) | `WEDDING`(웨딩) | `PARENTS`(부모님) | `PROMOTION`(승진) | `BIRTHDAY_60TH`(돌·환갑) | `BOSS`(상사) | `FRIEND`(친구) | `CORPORATE`(기업·단체)) — 선물테마 코드"",
    ""rating"": ""number — 평균 평점(후기 없으면 null)"",
    ""isLimited"": ""boolean — 한정수량 여부"",
    ""isCustomOrder"": ""boolean — 주문제작 여부"",
    ""isSingleItem"": ""boolean — 총재고 1, 재입고 없음 여부"",
    ""isNew"": ""boolean — 신작 여부(최근 등록된 상품)"",
    ""hasGiftWrap"": ""boolean — 선물포장 가능 여부"",
    ""hasOptions"": ""boolean — 옵션 존재 여부"",
    ""purposeTags"": [
      ""string — 용도 태그 배열(선물/다도 등)""
    ],
    ""artisanId"": ""number — 장인 고유 ID"",
    ""artisanName"": ""string"",
    ""modelName"": ""string"",
    ""size"": ""string"",
    ""material"": ""string — 소재 코드"",
    ""components"": [
      ""string""
    ],
    ""manufacturer"": ""string"",
    ""countryOfOrigin"": ""string"",
    ""asManagerContact"": ""string"",
    ""warrantyPolicy"": ""string"",
    ""description"": ""string — 설명"",
    ""stock"": ""number — 재고 수량"",
    ""stockAvailable"": ""boolean — 구매 가능 재고 존재 여부"",
    ""productionPeriodDays"": ""number — 제작 소요일수"",
    ""engravingAvailable"": ""boolean"",
    ""shippingFee"": ""number — 배송비"",
    ""freeShippingThreshold"": ""number — 무료배송 조건 금액(없으면 null)"",
    ""detailPageBlocks"": [
      {
        ""order"": ""number — 표시 순서(드래그앤드롭 시 재정렬됨)"",
        ""tag"": ""string (enum: `h2`(소제목 블록) | `p`(본문 문단 블록) | `img`(이미지 블록) | `video`(영상 블록(URL 등록 방식))) — 블록 태그(h2/p/img/video)"",
        ""hasImage"": ""boolean"",
        ""imageUrl"": ""string · nullable — 이미지 URL"",
        ""videoUrl"": ""string · nullable — 영상 URL(등록 방식)"",
        ""text"": ""string — 텍스트 블록 내용(img/video 블록은 null)""
      }
    ],
    ""optionGroups"": [
      {
        ""optionGroupId"": ""number — 옵션 그룹 ID"",
        ""type"": ""string (enum: `REQUIRED`(필수 옵션 — 선택해야 구매 가능, 실질적 SKU) | `OPTIONAL`(선택 옵션 — 안 골라도 구매 가능, 가격 가산) | `TEXT`(입력형 옵션 — 사용자가 텍스트 직접 입력))"",
        ""name"": ""string — 이름/명칭"",
        ""choices"": [
          {
            ""choiceId"": ""number — 옵션 선택지 ID"",
            ""name"": ""string — 이름/명칭"",
            ""priceDelta"": ""number — 기본가 대비 가감액"",
            ""stock"": ""number — 재고 수량""
          }
        ]
      }
    ],
    ""images"": [
      {
        ""imageId"": ""string — 이미지 그룹 ID, ULID 형식(예: image_01HXYZ)"",
        ""alt"": ""string"",
        ""variants"": [
          {
            ""url"": ""string"",
            ""width"": ""number"",
            ""height"": ""number"",
            ""format"": ""string""
          }
        ]
      }
    ],
    ""artisan"": {
      ""artisanId"": ""number — 장인 고유 ID"",
      ""businessName"": ""string — 공방명"",
      ""introduction"": ""string — 한 줄 소개"",
      ""certificationLevel"": ""string (enum: `보유자`(국가유산청 지정 국가무형유산 보유자) | `전승교육사`(지정 전승교육사) | `이수자`(이수증 취득자) | `일반`(인증 등급 없음)) — 인증 등급(전승 단계)""
    }
  }
}","{
  ""success"": false,
  ""status"": 403,
  ""errorCode"": ""FORBIDDEN""
}"
상품,강정훈,PATCH,/api/products/{productId},상품 수정,상품 기본정보 및 옵션(optionGroups)을 수정한다. material·title 등 AI 임베딩 대상 필드 변경 시 (내부) AI파트 PUT /ai/products/{id} 재동기화 필요,ARTISAN,예정,P0,"{
  ""method"": ""PATCH"",
  ""url"": ""/api/products/{productId}"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""name"": ""string · 선택 — 이름/명칭"",
    ""price"": ""number · 선택 — 가격, 원 단위 정수"",
    ""description"": ""string · 선택 — 설명"",
    ""stock"": ""number · 선택 — 재고 수량"",
    ""productionPeriodDays"": ""number · 선택 — 제작 소요일수""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""productId"": ""number — 상품 고유 ID"",
    ""name"": ""string — 이름/명칭"",
    ""price"": ""number — 가격, 원 단위 정수"",
    ""thumbnailUrl"": ""string — 썸네일 이미지 URL"",
    ""status"": ""string (enum: `DRAFT`(임시저장 — 등록만 됨, 콘텐츠 미게시, 공개 API 항상 404) | `ON_SALE`(판매중 — 콘텐츠 게시 완료, 공개 노출, 구매 가능) | `SOLD_OUT`(품절 — 공개 노출 유지, 구매 불가) | `HIDDEN`(비공개 — 장인이 직접 비공개 처리))"",
    ""category"": ""string (enum, 예: `POTTERY`, 동적 값) — 종목/카테고리 코드"",
    ""color"": ""string (enum: `WHITE`(화이트) | `BLACK`(블랙) | `GRAY`(그레이) | `RED`(레드) | `BLUE`(블루) | `GREEN`(그린) | `BROWN`(브라운)) — 컬러 코드"",
    ""giftTheme"": ""string (enum: `HOUSEWARMING`(집들이) | `WEDDING`(웨딩) | `PARENTS`(부모님) | `PROMOTION`(승진) | `BIRTHDAY_60TH`(돌·환갑) | `BOSS`(상사) | `FRIEND`(친구) | `CORPORATE`(기업·단체)) — 선물테마 코드"",
    ""rating"": ""number — 평균 평점(후기 없으면 null)"",
    ""isLimited"": ""boolean — 한정수량 여부"",
    ""isCustomOrder"": ""boolean — 주문제작 여부"",
    ""isSingleItem"": ""boolean — 총재고 1, 재입고 없음 여부"",
    ""isNew"": ""boolean — 신작 여부(최근 등록된 상품)"",
    ""hasGiftWrap"": ""boolean — 선물포장 가능 여부"",
    ""hasOptions"": ""boolean — 옵션 존재 여부"",
    ""purposeTags"": [
      ""string — 용도 태그 배열(선물/다도 등)""
    ],
    ""artisanId"": ""number — 장인 고유 ID"",
    ""artisanName"": ""string"",
    ""modelName"": ""string"",
    ""size"": ""string"",
    ""material"": ""string — 소재 코드"",
    ""components"": [
      ""string""
    ],
    ""manufacturer"": ""string"",
    ""countryOfOrigin"": ""string"",
    ""asManagerContact"": ""string"",
    ""warrantyPolicy"": ""string"",
    ""description"": ""string — 설명"",
    ""stock"": ""number — 재고 수량"",
    ""stockAvailable"": ""boolean — 구매 가능 재고 존재 여부"",
    ""productionPeriodDays"": ""number — 제작 소요일수"",
    ""engravingAvailable"": ""boolean"",
    ""shippingFee"": ""number — 배송비"",
    ""freeShippingThreshold"": ""number — 무료배송 조건 금액(없으면 null)"",
    ""detailPageBlocks"": [
      {
        ""order"": ""number — 표시 순서(드래그앤드롭 시 재정렬됨)"",
        ""tag"": ""string (enum: `h2`(소제목 블록) | `p`(본문 문단 블록) | `img`(이미지 블록) | `video`(영상 블록(URL 등록 방식))) — 블록 태그(h2/p/img/video)"",
        ""hasImage"": ""boolean"",
        ""imageUrl"": ""string · nullable — 이미지 URL"",
        ""videoUrl"": ""string · nullable — 영상 URL(등록 방식)"",
        ""text"": ""string — 텍스트 블록 내용(img/video 블록은 null)""
      }
    ],
    ""optionGroups"": [
      {
        ""optionGroupId"": ""number — 옵션 그룹 ID"",
        ""type"": ""string (enum: `REQUIRED`(필수 옵션 — 선택해야 구매 가능, 실질적 SKU) | `OPTIONAL`(선택 옵션 — 안 골라도 구매 가능, 가격 가산) | `TEXT`(입력형 옵션 — 사용자가 텍스트 직접 입력))"",
        ""name"": ""string — 이름/명칭"",
        ""choices"": [
          {
            ""choiceId"": ""number — 옵션 선택지 ID"",
            ""name"": ""string — 이름/명칭"",
            ""priceDelta"": ""number — 기본가 대비 가감액"",
            ""stock"": ""number — 재고 수량""
          }
        ]
      }
    ],
    ""images"": [
      {
        ""imageId"": ""string — 이미지 그룹 ID, ULID 형식(예: image_01HXYZ)"",
        ""alt"": ""string"",
        ""variants"": [
          {
            ""url"": ""string"",
            ""width"": ""number"",
            ""height"": ""number"",
            ""format"": ""string""
          }
        ]
      }
    ],
    ""artisan"": {
      ""artisanId"": ""number — 장인 고유 ID"",
      ""businessName"": ""string — 공방명"",
      ""introduction"": ""string — 한 줄 소개"",
      ""certificationLevel"": ""string (enum: `보유자`(국가유산청 지정 국가무형유산 보유자) | `전승교육사`(지정 전승교육사) | `이수자`(이수증 취득자) | `일반`(인증 등급 없음)) — 인증 등급(전승 단계)""
    }
  }
}",
상품,강정훈,DELETE,/api/products/{productId},상품 삭제,상품을 삭제한다. (내부) AI파트 DELETE /ai/products/{id} 동기화 필요 — 누락 시 AI 추천 결과에 삭제된 상품이 계속 노출됨,ARTISAN,예정,P0,"{
  ""method"": ""DELETE"",
  ""url"": ""/api/products/{productId}"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": ""null""
}",
상품,강정훈,PATCH,/api/products/{productId}/status,상품 상태 변경,상품 판매 상태를 변경한다,ARTISAN,예정,P0,"{
  ""method"": ""PATCH"",
  ""url"": ""/api/products/{productId}/status"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""status"": ""string (enum: `DRAFT`(임시저장 — 등록만 됨, 콘텐츠 미게시, 공개 API 항상 404) | `ON_SALE`(판매중 — 콘텐츠 게시 완료, 공개 노출, 구매 가능) | `SOLD_OUT`(품절 — 공개 노출 유지, 구매 불가) | `HIDDEN`(비공개 — 장인이 직접 비공개 처리)) · 선택""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""productId"": ""number — 상품 고유 ID"",
    ""name"": ""string — 이름/명칭"",
    ""price"": ""number — 가격, 원 단위 정수"",
    ""thumbnailUrl"": ""string — 썸네일 이미지 URL"",
    ""status"": ""string (enum: `DRAFT`(임시저장 — 등록만 됨, 콘텐츠 미게시, 공개 API 항상 404) | `ON_SALE`(판매중 — 콘텐츠 게시 완료, 공개 노출, 구매 가능) | `SOLD_OUT`(품절 — 공개 노출 유지, 구매 불가) | `HIDDEN`(비공개 — 장인이 직접 비공개 처리))"",
    ""category"": ""string (enum, 예: `POTTERY`, 동적 값) — 종목/카테고리 코드"",
    ""color"": ""string (enum: `WHITE`(화이트) | `BLACK`(블랙) | `GRAY`(그레이) | `RED`(레드) | `BLUE`(블루) | `GREEN`(그린) | `BROWN`(브라운)) — 컬러 코드"",
    ""giftTheme"": ""string (enum: `HOUSEWARMING`(집들이) | `WEDDING`(웨딩) | `PARENTS`(부모님) | `PROMOTION`(승진) | `BIRTHDAY_60TH`(돌·환갑) | `BOSS`(상사) | `FRIEND`(친구) | `CORPORATE`(기업·단체)) — 선물테마 코드"",
    ""rating"": ""number — 평균 평점(후기 없으면 null)"",
    ""isLimited"": ""boolean — 한정수량 여부"",
    ""isCustomOrder"": ""boolean — 주문제작 여부"",
    ""isSingleItem"": ""boolean — 총재고 1, 재입고 없음 여부"",
    ""isNew"": ""boolean — 신작 여부(최근 등록된 상품)"",
    ""hasGiftWrap"": ""boolean — 선물포장 가능 여부"",
    ""hasOptions"": ""boolean — 옵션 존재 여부"",
    ""purposeTags"": [
      ""string — 용도 태그 배열(선물/다도 등)""
    ],
    ""artisanId"": ""number — 장인 고유 ID"",
    ""artisanName"": ""string""
  }
}","{
  ""success"": false,
  ""status"": 404,
  ""errorCode"": ""NOT_FOUND""
}"
상품,강정훈,GET,/api/products,상품 목록 조회/검색/필터,"가격대(4구간: 5만원미만/5만원~10만원미만/10만원~20만원미만/20만원이상)·선물테마(giftTheme, 8종)·소재(material, 진입 카테고리 기준 동적)·컬러(color)·구매방식(isLimited/isCustomOrder/hasGiftWrap — UI는 하나로 묶이나 데이터는 3개 파라미터 유지)·종목(category)·품절제외(excludeSoldOut, 기본 true) 조건으로 검색·필터링. artisanId로 특정 장인 작품만 필터링 가능. sort 6종: POPULAR(인기순, 기본)/NEWEST(최신순)/WISHLIST_COUNT(찜많은순)/SALES_COUNT(판매많은순)/PRICE_ASC(낮은가격순)/PRICE_DESC(높은가격순)",Public,예정,P0,"{
  ""method"": ""GET"",
  ""url"": ""/api/products"",
  ""headers"": {
    ""Content-Type"": ""application/json""
  },
  ""queryParams"": {
    ""cursor"": ""string · 선택"",
    ""limit"": ""string · 선택"",
    ""artisanId"": ""string · 선택 — 장인 고유 ID"",
    ""category"": ""string (enum, 예: `POTTERY`, 동적 값) · 선택 — 종목/카테고리 코드"",
    ""material"": ""string · 선택 — 소재 코드"",
    ""giftTheme"": ""string (enum: `HOUSEWARMING`(집들이) | `WEDDING`(웨딩) | `PARENTS`(부모님) | `PROMOTION`(승진) | `BIRTHDAY_60TH`(돌·환갑) | `BOSS`(상사) | `FRIEND`(친구) | `CORPORATE`(기업·단체)) · 선택 — 선물테마 코드"",
    ""color"": ""string (enum: `WHITE`(화이트) | `BLACK`(블랙) | `GRAY`(그레이) | `RED`(레드) | `BLUE`(블루) | `GREEN`(그린) | `BROWN`(브라운)) · 선택 — 컬러 코드"",
    ""sort"": ""string (enum: `POPULAR`(인기순(기본값)) | `NEWEST`(최신순) | `WISHLIST_COUNT`(찜많은순) | `SALES_COUNT`(판매많은순) | `PRICE_ASC`(낮은가격순) | `PRICE_DESC`(높은가격순)) · 선택"",
    ""minPrice"": ""string · 선택"",
    ""maxPrice"": ""string · 선택"",
    ""isLimited"": ""string · 선택 — 한정수량 여부"",
    ""isCustomOrder"": ""string · 선택 — 주문제작 여부"",
    ""hasGiftWrap"": ""string · 선택 — 선물포장 가능 여부"",
    ""excludeSoldOut"": ""string · 선택"",
    ""keyword"": ""string · 선택""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""items"": [
      {
        ""productId"": ""number — 상품 고유 ID"",
        ""name"": ""string — 이름/명칭"",
        ""price"": ""number — 가격, 원 단위 정수"",
        ""thumbnailUrl"": ""string — 썸네일 이미지 URL"",
        ""status"": ""string (enum: `DRAFT`(임시저장 — 등록만 됨, 콘텐츠 미게시, 공개 API 항상 404) | `ON_SALE`(판매중 — 콘텐츠 게시 완료, 공개 노출, 구매 가능) | `SOLD_OUT`(품절 — 공개 노출 유지, 구매 불가) | `HIDDEN`(비공개 — 장인이 직접 비공개 처리))"",
        ""category"": ""string (enum, 예: `POTTERY`, 동적 값) — 종목/카테고리 코드"",
        ""color"": ""string (enum: `WHITE`(화이트) | `BLACK`(블랙) | `GRAY`(그레이) | `RED`(레드) | `BLUE`(블루) | `GREEN`(그린) | `BROWN`(브라운)) — 컬러 코드"",
        ""giftTheme"": ""string (enum: `HOUSEWARMING`(집들이) | `WEDDING`(웨딩) | `PARENTS`(부모님) | `PROMOTION`(승진) | `BIRTHDAY_60TH`(돌·환갑) | `BOSS`(상사) | `FRIEND`(친구) | `CORPORATE`(기업·단체)) — 선물테마 코드"",
        ""rating"": ""number — 평균 평점(후기 없으면 null)"",
        ""isLimited"": ""boolean — 한정수량 여부"",
        ""isCustomOrder"": ""boolean — 주문제작 여부"",
        ""isSingleItem"": ""boolean — 총재고 1, 재입고 없음 여부"",
        ""isNew"": ""boolean — 신작 여부(최근 등록된 상품)"",
        ""hasGiftWrap"": ""boolean — 선물포장 가능 여부"",
        ""hasOptions"": ""boolean — 옵션 존재 여부"",
        ""purposeTags"": [
          ""string — 용도 태그 배열(선물/다도 등)""
        ],
        ""artisanId"": ""number — 장인 고유 ID"",
        ""artisanName"": ""string""
      }
    ],
    ""nextCursor"": ""string"",
    ""hasNext"": ""boolean"",
    ""totalCount"": ""number""
  }
}",
상품,강정훈,GET,/api/products/{productId},상품 상세 조회,상품 상세 및 장인 정보를 조회한다,Public,예정,P0,"{
  ""method"": ""GET"",
  ""url"": ""/api/products/{productId}"",
  ""headers"": {
    ""Content-Type"": ""application/json""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""productId"": ""number — 상품 고유 ID"",
    ""name"": ""string — 이름/명칭"",
    ""price"": ""number — 가격, 원 단위 정수"",
    ""thumbnailUrl"": ""string — 썸네일 이미지 URL"",
    ""status"": ""string (enum: `DRAFT`(임시저장 — 등록만 됨, 콘텐츠 미게시, 공개 API 항상 404) | `ON_SALE`(판매중 — 콘텐츠 게시 완료, 공개 노출, 구매 가능) | `SOLD_OUT`(품절 — 공개 노출 유지, 구매 불가) | `HIDDEN`(비공개 — 장인이 직접 비공개 처리))"",
    ""category"": ""string (enum, 예: `POTTERY`, 동적 값) — 종목/카테고리 코드"",
    ""color"": ""string (enum: `WHITE`(화이트) | `BLACK`(블랙) | `GRAY`(그레이) | `RED`(레드) | `BLUE`(블루) | `GREEN`(그린) | `BROWN`(브라운)) — 컬러 코드"",
    ""giftTheme"": ""string (enum: `HOUSEWARMING`(집들이) | `WEDDING`(웨딩) | `PARENTS`(부모님) | `PROMOTION`(승진) | `BIRTHDAY_60TH`(돌·환갑) | `BOSS`(상사) | `FRIEND`(친구) | `CORPORATE`(기업·단체)) — 선물테마 코드"",
    ""rating"": ""number — 평균 평점(후기 없으면 null)"",
    ""isLimited"": ""boolean — 한정수량 여부"",
    ""isCustomOrder"": ""boolean — 주문제작 여부"",
    ""isSingleItem"": ""boolean — 총재고 1, 재입고 없음 여부"",
    ""isNew"": ""boolean — 신작 여부(최근 등록된 상품)"",
    ""hasGiftWrap"": ""boolean — 선물포장 가능 여부"",
    ""hasOptions"": ""boolean — 옵션 존재 여부"",
    ""purposeTags"": [
      ""string — 용도 태그 배열(선물/다도 등)""
    ],
    ""artisanId"": ""number — 장인 고유 ID"",
    ""artisanName"": ""string"",
    ""modelName"": ""string"",
    ""size"": ""string"",
    ""material"": ""string — 소재 코드"",
    ""components"": [
      ""string""
    ],
    ""manufacturer"": ""string"",
    ""countryOfOrigin"": ""string"",
    ""asManagerContact"": ""string"",
    ""warrantyPolicy"": ""string"",
    ""description"": ""string — 설명"",
    ""stock"": ""number — 재고 수량"",
    ""stockAvailable"": ""boolean — 구매 가능 재고 존재 여부"",
    ""productionPeriodDays"": ""number — 제작 소요일수"",
    ""engravingAvailable"": ""boolean"",
    ""shippingFee"": ""number — 배송비"",
    ""freeShippingThreshold"": ""number — 무료배송 조건 금액(없으면 null)"",
    ""detailPageBlocks"": [
      {
        ""order"": ""number — 표시 순서(드래그앤드롭 시 재정렬됨)"",
        ""tag"": ""string (enum: `h2`(소제목 블록) | `p`(본문 문단 블록) | `img`(이미지 블록) | `video`(영상 블록(URL 등록 방식))) — 블록 태그(h2/p/img/video)"",
        ""hasImage"": ""boolean"",
        ""imageUrl"": ""string · nullable — 이미지 URL"",
        ""videoUrl"": ""string · nullable — 영상 URL(등록 방식)"",
        ""text"": ""string — 텍스트 블록 내용(img/video 블록은 null)""
      }
    ],
    ""optionGroups"": [
      {
        ""optionGroupId"": ""number — 옵션 그룹 ID"",
        ""type"": ""string (enum: `REQUIRED`(필수 옵션 — 선택해야 구매 가능, 실질적 SKU) | `OPTIONAL`(선택 옵션 — 안 골라도 구매 가능, 가격 가산) | `TEXT`(입력형 옵션 — 사용자가 텍스트 직접 입력))"",
        ""name"": ""string — 이름/명칭"",
        ""choices"": [
          {
            ""choiceId"": ""number — 옵션 선택지 ID"",
            ""name"": ""string — 이름/명칭"",
            ""priceDelta"": ""number — 기본가 대비 가감액"",
            ""stock"": ""number — 재고 수량""
          }
        ]
      }
    ],
    ""images"": [
      {
        ""imageId"": ""string — 이미지 그룹 ID, ULID 형식(예: image_01HXYZ)"",
        ""alt"": ""string"",
        ""variants"": [
          {
            ""url"": ""string"",
            ""width"": ""number"",
            ""height"": ""number"",
            ""format"": ""string""
          }
        ]
      }
    ],
    ""artisan"": {
      ""artisanId"": ""number — 장인 고유 ID"",
      ""businessName"": ""string — 공방명"",
      ""introduction"": ""string — 한 줄 소개"",
      ""certificationLevel"": ""string (enum: `보유자`(국가유산청 지정 국가무형유산 보유자) | `전승교육사`(지정 전승교육사) | `이수자`(이수증 취득자) | `일반`(인증 등급 없음)) — 인증 등급(전승 단계)""
    }
  }
}","{
  ""success"": false,
  ""status"": 404,
  ""errorCode"": ""NOT_FOUND""
}"
상품,강정훈,POST,/api/products/{productId}/wish,상품 찜,상품을 찜한다,USER,예정,P1,"{
  ""method"": ""POST"",
  ""url"": ""/api/products/{productId}/wish"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  }
}","{
  ""success"": true,
  ""status"": 201,
  ""data"": ""null""
}","{
  ""success"": false,
  ""status"": 409,
  ""errorCode"": ""CONFLICT""
}"
상품,강정훈,DELETE,/api/products/{productId}/wish,상품 찜 취소,찜한 상품을 삭제한다,USER,예정,P1,"{
  ""method"": ""DELETE"",
  ""url"": ""/api/products/{productId}/wish"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": ""null""
}",
상품,강정훈,GET,/api/products/{productId}/questions,상품 문의 조회,상품에 등록된 문의를 조회한다,Public/ARTISAN,예정,P1,"{
  ""method"": ""GET"",
  ""url"": ""/api/products/{productId}/questions"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""queryParams"": {
    ""cursor"": ""string · 선택"",
    ""limit"": ""string · 선택""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""items"": [
      {
        ""questionId"": ""number — 문의 ID"",
        ""productId"": ""number — 상품 고유 ID"",
        ""content"": ""string — 본문 내용"",
        ""answer"": ""string · nullable"",
        ""writerNickname"": ""string"",
        ""createdAt"": ""string (ISO 8601 datetime) — 생성 일시, ISO 8601""
      }
    ],
    ""nextCursor"": ""string"",
    ""hasNext"": ""boolean"",
    ""totalCount"": ""number""
  }
}",
상품,강정훈,POST,/api/products/{productId}/questions,상품 문의 작성,상품에 대한 문의를 작성한다,USER,예정,P1,"{
  ""method"": ""POST"",
  ""url"": ""/api/products/{productId}/questions"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""content"": ""string · 필수 — 본문 내용""
  }
}","{
  ""success"": true,
  ""status"": 201,
  ""data"": {
    ""questionId"": ""number — 문의 ID"",
    ""productId"": ""number — 상품 고유 ID"",
    ""content"": ""string — 본문 내용"",
    ""answer"": ""string · nullable"",
    ""writerNickname"": ""string"",
    ""createdAt"": ""string (ISO 8601 datetime) — 생성 일시, ISO 8601""
  }
}",
상품,강정훈,POST,/api/products/questions/{questionId}/answer,상품 문의 답변,장인이 상품 문의에 답변한다,ARTISAN,예정,P1,"{
  ""method"": ""POST"",
  ""url"": ""/api/products/questions/{questionId}/answer"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""answer"": ""string · 필수""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""questionId"": ""number — 문의 ID"",
    ""productId"": ""number — 상품 고유 ID"",
    ""content"": ""string — 본문 내용"",
    ""answer"": ""string"",
    ""writerNickname"": ""string"",
    ""createdAt"": ""string (ISO 8601 datetime) — 생성 일시, ISO 8601""
  }
}",
상품,강정훈,GET,/api/products/{productId}/reviews,상품 후기 조회,상품의 후기를 조회한다,Public,예정,P2,"{
  ""method"": ""GET"",
  ""url"": ""/api/products/{productId}/reviews"",
  ""headers"": {
    ""Content-Type"": ""application/json""
  },
  ""queryParams"": {
    ""cursor"": ""string · 선택"",
    ""limit"": ""string · 선택""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""items"": [
      {
        ""reviewId"": ""number — 후기 ID"",
        ""productId"": ""number — 상품 고유 ID"",
        ""rating"": ""number — 평균 평점(후기 없으면 null)"",
        ""content"": ""string — 본문 내용"",
        ""images"": [
          ""string""
        ],
        ""writerNickname"": ""string"",
        ""createdAt"": ""string (ISO 8601 datetime) — 생성 일시, ISO 8601""
      }
    ],
    ""nextCursor"": ""string"",
    ""hasNext"": ""boolean"",
    ""totalCount"": ""number""
  }
}",
